EvaluationIndex,LevelIndex,Score,LevelStatus
5791,264,21460,Pass
5792,61,48110,Fail
5793,134,54020,Fail
5794,526,36140,Fail
5795,143,43140,Fail
5796,379,36100,Pass
5797,675,37570,Fail
5798,906,17920,Fail
5799,569,45810,Pass
5800,269,16350,Pass
5801,739,56450,Pass
5802,357,35800,Pass
5803,1291,30590,Fail
5804,820,12700,Fail
5805,123,31630,Fail
5806,1257,21320,Fail
5807,556,25700,Fail
5808,871,13810,Fail
5809,407,45670,Fail
5810,1189,34740,Fail
5811,129,67350,Pass
5812,204,37670,Pass
5813,93,47840,Pass
5814,912,37790,Fail
5815,168,61730,Pass
5816,239,34550,Pass
5817,919,28370,Fail
5818,44,18440,Fail
5819,646,39330,Fail
5820,1233,24170,Fail
5821,1079,27100,Fail
5822,597,5110,Fail
5823,1248,27230,Fail
5824,168,61730,Pass
5825,197,29010,Fail
5826,473,34880,Fail
5827,27,20940,Fail
5828,1271,16700,Fail
5829,1171,6700,Fail
5830,1131,26650,Fail
5831,1292,20180,Fail
5832,1139,43720,Fail
5833,1037,33570,Fail
5834,184,33460,Pass
5835,619,28410,Fail
5836,777,85680,Pass
5837,187,25490,Fail
5838,667,12780,Fail
5839,228,3830,Fail
5840,200,34040,Pass
5841,1004,15940,Fail
5842,786,107190,Pass
5843,555,55940,Pass
5844,1205,18060,Fail
5845,1172,16880,Fail
5846,664,48840,Fail
5847,687,16420,Fail
5848,871,13810,Fail
5849,50,17960,Fail
5850,1029,33700,Fail
5851,1140,66810,Pass
5852,457,14280,Fail
5853,6,19560,Fail
5854,4,36280,Pass
5855,145,20170,Fail
5856,1003,71500,Pass
5857,495,48070,Fail
5858,589,11540,Fail
5859,1045,26130,Fail
5860,251,24360,Pass
5861,286,36850,Pass
5862,197,29010,Fail
5863,1093,22380,Fail
5864,1096,19000,Fail
5865,65,26090,Fail
5866,874,37590,Pass
5867,795,44090,Fail
5868,279,30100,Pass
5869,833,40160,Fail
5870,77,34760,Fail
5871,460,11500,Fail
5872,919,25870,Fail
5873,919,28370,Fail
5874,389,27070,Pass
5875,876,21740,Fail
5876,768,37490,Fail
5877,639,35220,Fail
5878,746,56730,Pass
5879,1079,27100,Fail
5880,1106,48140,Fail
5881,583,59620,Pass
5882,1250,31030,Fail
5883,610,31570,Fail
5884,656,45020,Fail
5885,124,37380,Pass
5886,700,2440,Fail
5887,1022,25590,Fail
5888,746,56730,Pass
5889,150,38310,Fail
